x, Näwangä ï ïninque bitö ,to,True, weibi ate dodäni ïïmaïnö ante näni yewëmongaïnö baï ïinque ba abaimpa 
x," Waodäni , Wengonguï quï , ante iya tämöni ate Wengonguï waa acecäimpa , ante täñönäni bitö wïï ",tobi,True, ingabiimpa 
x," Botö adobaï Codito apënecä ëñëmopa , ante mäningä baï nanguï watapë ",tobo,True, ïmopa 
x, Tömengä ingante adinque botö watapë ,tobopa,True," ,” ante öönedë ïnö apënecä ëñengacäimpa "
x, Ede pangoce godämaï ïnäni nöobenta i nöebe ganca ïnäni ïnänite adinque cöwë ,tocä,True, ïnongä inte tömengä tece nänö adingä beyë godömenque tocampa 
x, Woyedömö dicamontaa eyepodïmö baï ingä guiquënë tömengä Wengonguï nänö apënedö ëñëninque quingë Ao ante watapë ,tocampa,True, 
x, Wëñengä waa pönï ëñacä adinque bitö watapë ,tocebiimpa,True, 
x," Ayë ëëmë bece godinque tömënäni , Botö täno bete ",toceboimpa,True," , ante waëmompaa pönï të contate bete todänipa "
x," Ante awënë wayömö gote ponte ayongä , Në cecä botö änö ante ëñente cecampa , ante adinque awënë weetë tömengä ingante godö waa cecä tömengä ingante godö waa cecä ate në waa cecä ïñömö ede waa ",tocecäimpa,True, 
x, Ede tömënäni tömo cente baï Wengonguï nänö nö entawënö ente edemö entawente ,tocedänimpa,True," ,” ante Itota apënecantapa "
x, Mïnitö tönö inguipoga tömäo quëwënäni adobaï adode beyenque watapë ,tocemïnimpa,True, 
x, Önonque badete ,tocete,True, ante tömënäni waëmö pönï weocoo daga wëñadinque tömengä ingante adodö Pidato weca da godönäni gogacäimpa 
x, Onquiyengä awëmö ,todämaï,True, ee quëwëñongante tömengä nänöogengä godö pämengä ïninque onquiyengä në towengä nänö baquinque wacä ingante godö möwengampa 
x, Ömaadäni inte weyönänite botö Wengonguï waa pönï nänö pönö cegaïnö ante apënebo ëñente ,todäni,True, amïnapa 
x, Në ëñente cedäni ïñömö mänïñömö mënongä baï inte ,todänipa,True, 
x," Angä ëñëninque tömënäni , Angantedö amïni , ante tömengä ingante badete ",todänitapa,True, 
x, Wodonte ate tömengä watapë ,todinque,True, tömengä ëadincoo tömancoo godonte eyepë ëninque tömengä waëmoncoo nänö wë wodönïme encete ante öme në ëadingä weca do godinque mänïme tömäme beyë ante ede eyepë pede godöninque engampa 
x," Ede , Öönedë mönö enguïnö ante nanguï ongompa , ante pönëninque mïnitö ñöwo wadäni näni pïinte ceyedë ince watapë ",toedäni,True, 
x," Adinque tömënäni ede , Mönö ace pönongä ïñömö ongongampa , ante pönëninque watapë ",togadänimpa,True, 
x, Onquiyengä ingante wïwa ,toïnente,True, adingä ïñömö tömengä nänöogengä ïnämaï ïñongante do godö monte baï mïmö dobe wentamö entawengampa 
x, “ Në Ca ca tomïni adobaï ïincayë ate Ca ca mïni wequinque ede inguipogaque ,tomïni,True,"pa ,” angantapa "
x," Beowëobi inte bebipa , ante badete ",tomïnipa,True, 
x, Mänömaïnö ante në pönente ,tomö,True, ïñömö ede mönö enguënënö ante do ëninque mönö guingo imonte wedämaï ïmompa 
x, Mäningä në ayë Ponguingä ïñömö nanguï pönï waadete pönö cedinque tömengä weetë weetë nänö entawënö ante pönongä ëninque ,tomompa,True, 
x, Ïninque oncönë owote baï ,tomöni,True," ince oncönë owodämaï inte baï wemöni ince mönitö , Mönö Awënë waa tocecäimpa , ante cedinque cöwë nö cete quëwëmönipa "
x," Gocä adinque täno godäni tönö ayë pönäni tönö godongämë godinque nanguï ïnäni yede äninque , — Bitö Awënë Dabii wodi pëïmi ïnömi inte pömi adinque , Möni quëwenguinque impa , ante , Badogaa , ante ",tomönipa,True, 
x, Botö quïëmë beyë tobo adinque mïnitö godongämë watapë ,toquënëmïni,True," ïmïnipa , ante pönentabopa "
x, Wadäni ïnänite badete ,toquïnäni,True, ïnänipa 
x, Botö bitö awënë ïnömo inte watapë tote quëwëmo ïñömote bitö ede ääñömonque baï bitö watapë ,tote,True," quëwenguinque pöe ,’ angantapa "
x, Ante apente äninque ede pancadäniya Itota tömengä awinca ,towe,True, tänömöninque tei tei pänänitapa 
 , ‘ Mïnitö në badete ,towëmïni,True, inte cöwä aquënë quëwëedäni 
 , Æcänö godö ,towëna,True, tömengä nämä baö cedingä inte nämä baö nänö wewenguinque wëne wëne cecampa 
 , Baonque ante mönö ceïnëwënö ante ,towënämaï,True, inte mönö tï nämë nanguï bete quidi quidi dowënämaï ingëimpa 
 , Ïñempa weocoo waëmoncoo në mongënäni ïñömö nämanque ante pönente näni ente mäincoo beyë ante në ,towënäni,True, inte tömënäni ïñömö awënë oncönë quëwënäni apa quëwënänii 
 , Waodäni näni wenguinque gote ëëmë bedäni baï cedinque ïïnäni ïñömö ede wapiticë näni towënönö ante gote ,towënänipa,True, 
 , Mänïñömö në quëwënäni wëne wëne cedïnäni ïñömö onquiyengä në towengä baï cedinque biïnömë bete quidi quidi dowëninque ,towencedänimpa,True," , ante tï nämë godonte baï cedänipa "
 , Quïëmenque ante ,towencete,True, ante mönö ceïnëwënö ante cedinque mönö ocaidë edëmenque pönëninque mönö ceïnëwënonque cete quëwengamöimpa 
 , Onquiyengä awëmö todämaï ee quëwëñongante tömengä nänöogengä godö pämengä ïninque onquiyengä në ,towengä,True, nänö baquinque wacä ingante godö möwengampa 
 ," tömengä ingante , — Oodeoidi Awënë Odeyebi ïmi ïninque bitö nämä aamö cedinque quëwëmäwe , ante ",towengadänimpa,True, 
 ," Mïnitö ïñömö ede , Wengonguï impa , ante näni babe ",towengaï,True, baï wïï adobaï ceedäni 
 , Wëënëñedë mïni godö ,towengaïnö,True, ayë towëmïni intawo 
 ," Ede , Në pönengä ince wïwa ",towengantawo,True, 
 ," Tömënäni ïñömö , Itedë ince mönö baonque pönente ",towengëimpa,True," , ante cedänipa "
 , Weetë onquiyengä wacä ingante godö todämaï ïñongante tömengä ingante në pämëningä ïñömö tömengä dobe nänö ,towenguinque,True, ede wacä onquiyengä ingante godö mongampa 
 , Wacä ingä godö ,towëninque,True, tömënäni wadäni ïnänite në wëne wëne cedänique ïnänipa 
 , Mïni wacä quï ö ëïnënö ayë nämanque ante mïni ,towënö,True, beyë oweta cencadenta ïnö opogö tagate eyede baï impa diyë 
 ," Wïï wadäni baï , Wengonguï ingante ebänö ingaingä ingää , ante ëñënämaï ïnäni baï onquiyenque ante näni ",towënonque,True, ante pönënämaï quëwencemïnimpa 
 ," Wengonguï pönö waadete nänö cegaïnö ante tömënäni wapiticë cedinque , Mïnitö baonque ",towenque,True," mïni ceïnënö ante önonque cecemïnimpa , ante cedinque Wengonguï waadete pönö cecampa , ante babe ante odömonte apënedänipa "
 , Mïnitö Awënë Wengonguï Odeye nempo pö guiidämaï ïñömïnite odömäno awënë beyë në ëwënäni tönö onquiyënäni mäincoo beyë ante në ,towente,True, quëwënäni tönö täno ponte do guiicedänimpa 
x, Ante badete ,toyönäni,True, wee wänönäni guiquënë tömengä ingante bei ongonte tei tei pangadänimpa 
